case_id,source,document_id,document_type,problem_type,human_task,original_judgment,G1_G5,G1_G5_SECONDARY,available_evidence,organized_evidence,presented_evidence,consumer_received_evidence,human_sufficiency_status,supported_claim,unsupported_claim,boundary_status
arxiv_2402.18619_p15_74_275,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p10_72_729,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p19_72_248,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p14_85_386,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p1_412_338,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p15_244_342,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
arxiv_2402.18619_p19_83_745,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p24_85_572,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_cs_001_p1_108_651,MA_HUMAN_VALIDATION,is11_cs_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p15_261_316,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
